id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
63,"Brooke, William Henry",Male,1772–1860,1772,1860,"Dublin, Éire","Chichester, United Kingdom",http://www.tate.org.uk/art/artists/william-henry-brooke-63
817,"Brooker, William",Male,1918–1983,1918,1983,"Croydon, United Kingdom",,http://www.tate.org.uk/art/artists/william-brooker-817
64,"Brooking, Charles",Male,c.1723–1759,1723,1759,"Deptford, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/charles-brooking-64
818,"Brooks, James",Male,1906–1992,1906,1992,"Saint Louis, United States","New York, United States",http://www.tate.org.uk/art/artists/james-brooks-818
10428,"Broom, Christina",,1863–1939,1863,1939,,,http://www.tate.org.uk/art/artists/christina-broom-10428
16107,"Broomberg, Adam",Male,born 1970,1970,,"Johannesburg, South Africa",,http://www.tate.org.uk/art/artists/adam-broomberg-16107
819,"Brough, Robert",Male,1872–1905,1872,1905,"Invergordon, United Kingdom",,http://www.tate.org.uk/art/artists/robert-brough-819
820,"Brough, Romey",Female,born 1944,1944,,,,http://www.tate.org.uk/art/artists/romey-brough-820
8785,"Brouwn, Stanley",Male,born 1935,1935,,Nederland,,http://www.tate.org.uk/art/artists/stanley-brouwn-8785
2703,"Brown, Cecily",Female,born 1969,1969,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/cecily-brown-2703
2587,"Brown, Don",Male,born 1962,1962,,"Norfolk, United Kingdom",,http://www.tate.org.uk/art/artists/don-brown-2587
65,"Brown, Ford Madox",Male,1821–1893,1821,1893,"Calais, France","London, United Kingdom",http://www.tate.org.uk/art/artists/ford-madox-brown-65
66,"Brown, Frederick",Male,1851–1941,1851,1941,"Chelmsford, United Kingdom","Surrey, United Kingdom",http://www.tate.org.uk/art/artists/frederick-brown-66
67,"Brown, Kellock",Male,1856–1934,1856,1934,"Glasgow, United Kingdom","Glasgow, United Kingdom",http://www.tate.org.uk/art/artists/kellock-brown-67
822,"Brown, Mortimer",Male,1874–1966,1874,1966,"Stoke on Trent, United Kingdom",,http://www.tate.org.uk/art/artists/mortimer-brown-822
823,"Brown, Ralph",Male,1928 – 2013,1928,2013,"Leeds, United Kingdom",,http://www.tate.org.uk/art/artists/ralph-brown-823
821,"Brown, Sir Arnesby",Male,1866–1955,1866,1955,"Nottingham, United Kingdom","Norfolk, United Kingdom",http://www.tate.org.uk/art/artists/sir-arnesby-brown-821
2562,"Browne, Hablot Knight",Male,1815–1882,1815,1882,"London, United Kingdom","Hove, United Kingdom",http://www.tate.org.uk/art/artists/hablot-knight-browne-phiz-2562
824,"Browne, Henriette",Female,1829–1901,1829,1901,"Paris, France",,http://www.tate.org.uk/art/artists/henriette-browne-824
11982,"Bruguera, Tania",Female,born 1968,1968,,"La Habana, Cuba",,http://www.tate.org.uk/art/artists/tania-bruguera-11982
825,"Brundrit, Reginald",Male,1883–1960,1883,1960,Liverpool,"England, United Kingdom",http://www.tate.org.uk/art/artists/reginald-brundrit-825
3824,"Brunias, Agostino",Male,c.1730–1796,1730,1796,,,http://www.tate.org.uk/art/artists/agostino-brunias-3824
2264,"Brüning, Peter",Male,1929–1970,1929,1970,"Düsseldorf, Deutschland","Ratingen, Deutschland",http://www.tate.org.uk/art/artists/peter-bruning-2264
826,"Brunsdon, John",Male,born 1933,1933,,"Cheltenham, United Kingdom",,http://www.tate.org.uk/art/artists/john-brunsdon-826
827,"Brus, Günter",Male,born 1938,1938,,"Steiermark, Österreich",,http://www.tate.org.uk/art/artists/gunter-brus-827
14432,"Bruscky, Paulo",Male,born 1949,1949,,"Recife, Brasil",,http://www.tate.org.uk/art/artists/paulo-bruscky-14432
11951,"Bruton, Jo",Female,born 1967,1967,,"Littlehampton, United Kingdom",,http://www.tate.org.uk/art/artists/jo-bruton-11951
9098,"Bryce, Fernando",Male,born 1965,1965,,"Lima, Perú",,http://www.tate.org.uk/art/artists/fernando-bryce-9098
2738,"Buchanan, Roderick",Male,born 1965,1965,,"Glasgow, United Kingdom",,http://www.tate.org.uk/art/artists/roderick-buchanan-2738
2276,"Buchheister, Carl",Male,1890–1964,1890,1964,"Hannover, Deutschland","Hannover, Deutschland",http://www.tate.org.uk/art/artists/carl-buchheister-2276
14637,"Buchler, Pavel",Male,born 1952,1952,,Ceská Republika,,http://www.tate.org.uk/art/artists/pavel-buchler-14637
2483,"Buck, Adam",Male,1759–1833,1759,1833,"Cork, Éire","London, United Kingdom",http://www.tate.org.uk/art/artists/adam-buck-2483
11696,"Buckingham, Matthew",Male,born 1963,1963,,"Nevada, United States",,http://www.tate.org.uk/art/artists/matthew-buckingham-11696
828,"Buckley, Stephen",Male,born 1944,1944,,"Leicester, United Kingdom",,http://www.tate.org.uk/art/artists/stephen-buckley-828
829,"Buffet, Bernard",Male,1928–1999,1928,1999,"Paris, France","Var, France",http://www.tate.org.uk/art/artists/bernard-buffet-829
830,"Buhler, Robert",Male,1916–1989,1916,1989,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-buhler-830
9058,"Bulloch, Angela",Female,born 1966,1966,,"Ontario, Canada",,http://www.tate.org.uk/art/artists/angela-bulloch-9058
2550,"Bunbury, Charles",Male,,,,,,http://www.tate.org.uk/art/artists/charles-bunbury-2550
2416,"Bunbury, Henry William",Male,1750–1811,1750,1811,"Suffolk, United Kingdom","Keswick, United Kingdom",http://www.tate.org.uk/art/artists/henry-william-bunbury-2416
831,"Bundy, Edgar",Male,1862–1922,1862,1922,"Brighton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edgar-bundy-831
832,"Burchfield, Charles",Male,1893–1967,1893,1967,"Ashtabula, United States","Buffalo, United States",http://www.tate.org.uk/art/artists/charles-burchfield-832
6319,"Burden, Chris",Male,born 1946,1946,,"Boston, United States",,http://www.tate.org.uk/art/artists/chris-burden-6319
833,"Buren, Daniel",Male,born 1938,1938,,"Boulogne-Billancourt, France",,http://www.tate.org.uk/art/artists/daniel-buren-833
5625,"Burgess, John",Male,,,,,,http://www.tate.org.uk/art/artists/john-burgess-5625
834,"Burgin, Victor",Male,born 1941,1941,,"Sheffield, United Kingdom",,http://www.tate.org.uk/art/artists/victor-burgin-834
835,"Burkert, Robert",Male,born 1930,1930,,"Wisconsin, United States",,http://www.tate.org.uk/art/artists/robert-burkert-835
836,"Burn, Rodney J.",Male,1899–1984,1899,1984,"London, United Kingdom",,http://www.tate.org.uk/art/artists/rodney-j-burn-836
68,"Burne-Jones, Sir Edward Coley, Bt",Male,1833–1898,1833,1898,"Birmingham, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-edward-coley-burne-jones-bt-68
69,"Burnet, James",Male,1788–1816,1788,1816,"Musselburgh, United Kingdom",,http://www.tate.org.uk/art/artists/james-burnet-69
2558,"Burnet, John",Male,1784–1868,1784,1868,"Edinburgh, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-burnet-2558
2334,"Burney, Edward Francis",Male,1760–1848,1760,1848,"Hereford and Worcester, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edward-francis-burney-2334
837,"Burra, Edward",Male,1905–1976,1905,1976,"London, United Kingdom",,http://www.tate.org.uk/art/artists/edward-burra-837
838,"Burri, Alberto",Male,1915–1995,1915,1995,"Città di Castello, Italia","Nice, France",http://www.tate.org.uk/art/artists/alberto-burri-838
972,"Burt (née Dallas), Angela",Female,born 1946,1946,,,,http://www.tate.org.uk/art/artists/angela-dallas-972
839,"Burt, Laurence",Male,born 1925,1925,,United Kingdom,,http://www.tate.org.uk/art/artists/laurence-burt-839
840,"Burton, Scott",Male,1939–1989,1939,1989,"Greensboro, United States","New York, United States",http://www.tate.org.uk/art/artists/scott-burton-840
70,"Burton, William Shakespeare",Male,1824–1916,1824,1916,"London, United Kingdom",,http://www.tate.org.uk/art/artists/william-shakespeare-burton-70
15853,"Burtynsky, Edward",Male,born 1955,1955,,"Saint Catharines, Canada",,http://www.tate.org.uk/art/artists/edward-burtynsky-15853
841,"Bury, Pol",Male,1922–2005,1922,2005,België,"Paris, France",http://www.tate.org.uk/art/artists/pol-bury-841
842,"Bush, Jack",Male,1909–1977,1909,1977,"Toronto, Canada","Toronto, Canada",http://www.tate.org.uk/art/artists/jack-bush-842
843,"Bussy, Simon",Male,1870–1954,1870,1954,"Dôle, France",,http://www.tate.org.uk/art/artists/simon-bussy-843
6992,"Bustamante, Jean-Marc",Male,born 1952,1952,,"Toulouse, France",,http://www.tate.org.uk/art/artists/jean-marc-bustamante-6992
71,"Butler, Elizabeth",Female,1846–1933,1846,1933,"Lausanne, Schweiz",Éire,http://www.tate.org.uk/art/artists/elizabeth-butler-lady-butler-71
72,"Butler, Mildred Anne",Female,1858–1941,1858,1941,"Thomastown, Éire","Thomastown, Éire",http://www.tate.org.uk/art/artists/mildred-anne-butler-72
844,"Butler, Reg",Male,1913–1981,1913,1981,"Buntingford, United Kingdom","Berkhamsted, United Kingdom",http://www.tate.org.uk/art/artists/reg-butler-844
73,"Butler, Samuel",Male,1835–1902,1835,1902,"Nottinghamshire, United Kingdom",,http://www.tate.org.uk/art/artists/samuel-butler-73
2263,"Butts, John",Male,c.1728–1764,1728,1764,"Cork, Éire","Dublin, Éire",http://www.tate.org.uk/art/artists/john-butts-2263
74,"Buvelot, Louis",Male,1814–1888,1814,1888,"Morges, Schweiz","Melbourne, Australia",http://www.tate.org.uk/art/artists/louis-buvelot-74
11455,"Byrne, Gerard",Male,born 1969,1969,,"Dublin, Éire",,http://www.tate.org.uk/art/artists/gerard-byrne-11455
14505,"Cabrita Reis, Pedro",Male,born 1956,1956,,"Lisboa, Portugal",,http://www.tate.org.uk/art/artists/pedro-cabrita-reis-14505
9243,"Cadere, André",Male,1934–1978,1934,1978,Polska,France,http://www.tate.org.uk/art/artists/andre-cadere-9243
845,"Cage, John",Male,1912–1992,1912,1992,"Los Angeles, United States","New York, United States",http://www.tate.org.uk/art/artists/john-cage-845
846,"Cahn, Miriam",Female,born 1949,1949,,"Basel, Schweiz",,http://www.tate.org.uk/art/artists/miriam-cahn-846
10611,"Cahun, Claude",Male,1894–1954,1894,1954,"Nantes, France",,http://www.tate.org.uk/art/artists/claude-cahun-10611
75,"Cain, Neville",Male,1855–1935,1855,1935,"Louisville, United States","Louisville, United States",http://www.tate.org.uk/art/artists/neville-cain-75
847,"Caiserman-Roth, Ghitta",Female,1923–2005,1923,2005,"Québec, Canada",Montréal,http://www.tate.org.uk/art/artists/ghitta-caiserman-roth-847
76,"Caldecott, Randolph",Male,1846–1886,1846,1886,"Chester, United Kingdom","Saint Augustine, United States",http://www.tate.org.uk/art/artists/randolph-caldecott-76
848,"Calder, Alexander",Male,1898–1976,1898,1976,"Philadelphia, United States","New York, United States",http://www.tate.org.uk/art/artists/alexander-calder-848
77,"Calderon, Philip Hermogenes",Male,1833–1898,1833,1898,"Poitiers, France","London, United Kingdom",http://www.tate.org.uk/art/artists/philip-hermogenes-calderon-77
13491,"Callahan, Harry",Male,1912–1999,1912,1999,"Detroit, United States","Atlanta, United States",http://www.tate.org.uk/art/artists/harry-callahan-13491
78,"Callcott, Sir Augustus Wall",Male,1779–1844,1779,1844,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-augustus-wall-callcott-78
2692,"Calle, Sophie",Female,born 1953,1953,,"Paris, France",,http://www.tate.org.uk/art/artists/sophie-calle-2692
2396,"Callery, Simon",Male,born 1960,1960,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/simon-callery-2396
849,"Calliyannis, Manolis",Male,1923–2010,1923,2010,"Lésvos, Ellás",,http://www.tate.org.uk/art/artists/manolis-calliyannis-849
79,"Callow, William",Male,1812–1908,1812,1908,"Greenwich, United Kingdom","Buckinghamshire, United Kingdom",http://www.tate.org.uk/art/artists/william-callow-79
80,"Calthrop, Claude",Male,1845–1893,1845,1893,,,http://www.tate.org.uk/art/artists/claude-calthrop-80
2417,"Calvert, Charles",Male,1785–1852,1785,1852,"Glossop, United Kingdom","Cumbria, United Kingdom",http://www.tate.org.uk/art/artists/charles-calvert-2417
81,"Calvert, Edward",Male,1799–1883,1799,1883,"Devon, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edward-calvert-81
6260,"Calzadilla, Guillermo",Male,born 1971,1971,,"La Habana, Cuba",,http://www.tate.org.uk/art/artists/guillermo-calzadilla-6260
850,"Camargo, Sergio de",Male,1930–1990,1930,1990,"Rio de Janeiro, Brasil","Rio de Janeiro, Brasil",http://www.tate.org.uk/art/artists/sergio-de-camargo-850
852,"Cameron, Katherine",Female,1874–1965,1874,1965,"Glasgow, United Kingdom",,http://www.tate.org.uk/art/artists/katherine-cameron-852
851,"Cameron, Sir David",Male,1865–1945,1865,1945,"Glasgow, United Kingdom","Perth, United Kingdom",http://www.tate.org.uk/art/artists/sir-david-cameron-851
6211,"Camnitzer, Luis",Male,born 1937,1937,,"Lübeck, Deutschland",,http://www.tate.org.uk/art/artists/luis-camnitzer-6211
853,"Camp, Jeffery",Male,born 1923,1923,,"Oulton Broad, United Kingdom",,http://www.tate.org.uk/art/artists/jeffery-camp-853
12393,"Campbell, Duncan",Male,born 1972,1972,,Éire,,http://www.tate.org.uk/art/artists/duncan-campbell-12393
2385,"Campbell, James",Male,1828–1893,1828,1893,"Liverpool, United Kingdom","Liverpool, United Kingdom",http://www.tate.org.uk/art/artists/james-campbell-2385
854,"Campbell, Steven",Male,1954–2007,1954,2007,"Glasgow, United Kingdom","Stirling, United Kingdom",http://www.tate.org.uk/art/artists/steven-campbell-854
82,"Campion, George B.",Male,1796–1870,1796,1870,,"München, Deutschland",http://www.tate.org.uk/art/artists/george-b-campion-82
11797,"Campus, Peter",Male,born 1937,1937,,"New York, United States",,http://www.tate.org.uk/art/artists/peter-campus-11797
2302,Canaletto,Male,1697–1768,1697,1768,"Venezia, Italia","Venezia, Italia",http://www.tate.org.uk/art/artists/canaletto-giovanni-antonio-canal-2302
13793,"Caniaris, Vlassis",Male,1928–2011,1928,2011,"Athínai, Ellás",,http://www.tate.org.uk/art/artists/vlassis-caniaris-13793
855,"Canin, Martin",Male,born 1927,1927,,United States,,http://www.tate.org.uk/art/artists/martin-canin-855
12113,"Cantor, Ellen",Female,1963 – 2013,1963,2013,"Detroit, United States",,http://www.tate.org.uk/art/artists/ellen-cantor-12113
10272,"Cao, Fei",Female,born 1978,1978,,"Guangzhou, Zhonghua",,http://www.tate.org.uk/art/artists/cao-fei-10272
856,"Capel Doray, Audrey",Female,born 1931,1931,,"Montréal, Canada",,http://www.tate.org.uk/art/artists/audrey-capel-doray-856
857,"Carder, Malcolm",Male,born 1936,1936,,,,http://www.tate.org.uk/art/artists/malcolm-carder-857
8803,"Cardew, Michel",Male,1901–1983,1901,1983,"Wimbledon, United Kingdom","Truro, United Kingdom",http://www.tate.org.uk/art/artists/michael-cardew-8803
4499,"Cardiff, Janet",Female,born 1957,1957,,"Brussels, Canada",,http://www.tate.org.uk/art/artists/janet-cardiff-4499
859,"Cardoso, José, Junior",Male,1861–1947,1861,1947,"Coimbra, Portugal","Rio de Janeiro, Brasil",http://www.tate.org.uk/art/artists/jose-cardoso-junior-859
9119,"Cardoso, Maria",Female,born 1963,1963,,Colombia,,http://www.tate.org.uk/art/artists/maria-fernanda-cardoso-9119
83,"Carline, George",Male,1855–1920,1855,1920,"Lincoln, United Kingdom","Assisi, Italia",http://www.tate.org.uk/art/artists/george-carline-83
860,"Carline, Hilda",Female,1889–1950,1889,1950,"London, United Kingdom",,http://www.tate.org.uk/art/artists/hilda-carline-860
861,"Carline, Nancy",Female,1909–2004,1909,2004,"London, United Kingdom",,http://www.tate.org.uk/art/artists/nancy-carline-861
862,"Carline, Richard",Male,1896–1980,1896,1980,"Oxford, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/richard-carline-862
863,"Carline, Sydney",Male,1888–1929,1888,1929,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sydney-carline-863
84,"Carlisle, George Howard, Ninth Earl of",Male,1843–1911,1843,1911,"London, United Kingdom","Surrey, United Kingdom",http://www.tate.org.uk/art/artists/george-howard-ninth-earl-of-carlisle-84
864,"Carlo, Michael",Male,born 1945,1945,,"Glemsford, United Kingdom",,http://www.tate.org.uk/art/artists/michael-carlo-864
5248,"Carnegie, Gillian",Female,born 1971,1971,,"Suffolk, United Kingdom",,http://www.tate.org.uk/art/artists/gillian-carnegie-5248
11738,"Carneiro, André",Male,born 1922,1922,,"Atibaia, Brasil",,http://www.tate.org.uk/art/artists/andre-carneiro-11738
16015,"Caro, Antonio",Male,born 1950,1950,,"Bogotá, Colombia",,http://www.tate.org.uk/art/artists/antonio-caro-16015
865,"Caro, Sir Anthony",Male,1924–2013,1924,2013,"Surrey, United Kingdom",,http://www.tate.org.uk/art/artists/sir-anthony-caro-865
866,"Carr, Thomas",Male,1909–1999,1909,1999,"Belfast, United Kingdom","Norwich, United Kingdom",http://www.tate.org.uk/art/artists/thomas-carr-866
867,"Carrière, Eugène",Male,1849–1906,1849,1906,"Seine-Maritime, Département de la, France",,http://www.tate.org.uk/art/artists/eugene-carriere-867
868,"Carrington, Dora",Female,1893–1932,1893,1932,"Hereford, United Kingdom","Berkshire, United Kingdom",http://www.tate.org.uk/art/artists/dora-carrington-868
7615,"Carrington, Leonora",Female,1917–2011,1917,2011,"Lancashire, United Kingdom","Ciudad de México, México",http://www.tate.org.uk/art/artists/leonora-carrington-7615
869,"Carter, B.A.R.",Male,1909–2006,1909,2006,"Kenilworth, United Kingdom",,http://www.tate.org.uk/art/artists/bar-carter-869
85,"Carter, Hugh",Male,1837–1903,1837,1903,"Birmingham, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/hugh-carter-85
7079,"Carter, Nathan",Male,born 1970,1970,,"New York, United States",,http://www.tate.org.uk/art/artists/nathan-carter-7079
86,"Carter, Samuel John",Male,1835–1892,1835,1892,"Swaffham, United Kingdom",,http://www.tate.org.uk/art/artists/samuel-john-carter-86
870,"Carter, William",Male,1863–1939,1863,1939,"Swaffham, United Kingdom","Swaffham, United Kingdom",http://www.tate.org.uk/art/artists/william-carter-870
2729,"Cartier-Bresson, Henri",Male,1908–2004,1908,2004,"Chanteloup, France",,http://www.tate.org.uk/art/artists/henri-cartier-bresson-2729
2484,"Carwitham, Thomas",Male,active 1713–1733,1713,1733,,,http://www.tate.org.uk/art/artists/thomas-carwitham-2484
2105,"Casas, Juan Vila",Male,1920 – 2007,1920,2007,"Sabadell, España","Barcelona, España",http://www.tate.org.uk/art/artists/juan-vila-casas-2105
4624,"Casebere, James",Male,born 1953,1953,,"Lansing, United States",,http://www.tate.org.uk/art/artists/james-casebere-4624
871,"Cast, Jesse Dale",Male,1900–1976,1900,1976,,,http://www.tate.org.uk/art/artists/jesse-dale-cast-871
87,"Cattermole, George",Male,1800–1868,1800,1868,"Norfolk, United Kingdom","Clapham, United Kingdom",http://www.tate.org.uk/art/artists/george-cattermole-87
873,"Caulfield, Patrick",Male,1936–2005,1936,2005,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/patrick-caulfield-873
874,"Cazin, Jean-Charles",Male,1841–1901,1841,1901,"Samer, France","Lavandou, le, France",http://www.tate.org.uk/art/artists/jean-charles-cazin-874
875,"Cazin, Marie",Female,1844–1924,1844,1924,"Paimbœeuf, France","Boulogne-sur-Mer, France",http://www.tate.org.uk/art/artists/marie-cazin-875
876,"Celic, Stojan",Male,1925–1992,1925,1992,,"Beograd, Jugoslavija",http://www.tate.org.uk/art/artists/stojan-celic-876
877,"Celice, Pierre",Male,born 1932,1932,,"Paris, France",,http://www.tate.org.uk/art/artists/pierre-celice-877
2731,"Celmins, Vija",Female,born 1938,1938,,"Riga, Latvija",,http://www.tate.org.uk/art/artists/vija-celmins-2731
878,César,Male,1921–1998,1921,1998,"Marseille, France","Paris, France",http://www.tate.org.uk/art/artists/cesar-cesar-baldaccini-878
879,"Cézanne, Paul",Male,1839–1906,1839,1906,"Aix-en-Provence, France","Aix-en-Provence, France",http://www.tate.org.uk/art/artists/paul-cezanne-879
2253,"Chadwick, Helen",Female,1953–1996,1953,1996,"Croydon, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/helen-chadwick-2253
880,"Chadwick, Lynn",Male,1914–2003,1914,2003,"Barnes, United Kingdom",,http://www.tate.org.uk/art/artists/lynn-chadwick-880
881,"Chagall, Marc",Male,1887–1985,1887,1985,"Vitebsk, Belarus","Saint-Paul, France",http://www.tate.org.uk/art/artists/marc-chagall-881
882,"Chaimowicz, Marc Camille",Male,born 1947,1947,,"Paris, France",,http://www.tate.org.uk/art/artists/marc-camille-chaimowicz-882
883,"Challenger, Michael",Male,born 1939,1939,,"Kent, United Kingdom",,http://www.tate.org.uk/art/artists/michael-challenger-883
88,"Chalon, Henry Bernard",Male,1770–1849,1770,1849,,"London, United Kingdom",http://www.tate.org.uk/art/artists/henry-bernard-chalon-88
884,"Chamberlain, Christopher",Male,1918–1984,1918,1984,"Worthing, United Kingdom",,http://www.tate.org.uk/art/artists/christopher-chamberlain-884
885,"Chamberlain, John",Male,1927–2011,1927,2011,"Rochester, United States","New York, United States",http://www.tate.org.uk/art/artists/john-chamberlain-885
89,"Chambers, George",Male,1803–1840,1803,1840,"Whitby, United Kingdom","Brighton, United Kingdom",http://www.tate.org.uk/art/artists/george-chambers-89
16108,"Chanarin, Oliver",Male,born 1971,1971,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/oliver-chanarin-16108
2340,"Chandler, J.W.",Male,c.1770–1804 or 5,1770,1804,,"Edinburgh, United Kingdom",http://www.tate.org.uk/art/artists/jw-chandler-2340
886,"Chandra, Avinash",Male,1931–1991,1931,1991,"Simla, Bharat",,http://www.tate.org.uk/art/artists/avinash-chandra-886
887,"Chaney, Israel",Male,,,,,,http://www.tate.org.uk/art/artists/israel-chaney-887
11556,"Channer, Alice",Female,born 1977,1977,,"Oxford, United Kingdom",,http://www.tate.org.uk/art/artists/alice-channer-11556
90,"Chantrey, Sir Francis Legatt",Male,1781–1841,1781,1841,,"London, United Kingdom",http://www.tate.org.uk/art/artists/sir-francis-legatt-chantrey-90
888,"Chaplin, Bob",Male,born 1947,1947,,"Hastings, United Kingdom",,http://www.tate.org.uk/art/artists/bob-chaplin-888
4335,"Chapman, Dinos",Male,born 1962,1962,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/dinos-chapman-4335
2614,"Chapman, Jake",Male,born 1966,1966,,"Cheltenham, United Kingdom",,http://www.tate.org.uk/art/artists/jake-chapman-2614
889,"Chappell, William",Male,1907–1994,1907,1994,"Wolverhampton, United Kingdom","Rye, United Kingdom",http://www.tate.org.uk/art/artists/william-chappell-889
890,"Charbonneau, Monique",Female,born 1928,1928,,"Montréal, Canada",,http://www.tate.org.uk/art/artists/monique-charbonneau-890
91,"Charles, James",Male,1851–1906,1851,1906,"Warrington, United Kingdom","Denbighshire, United Kingdom",http://www.tate.org.uk/art/artists/james-charles-91
891,"Charlton, Alan",Male,born 1948,1948,,"Sheffield, United Kingdom",,http://www.tate.org.uk/art/artists/alan-charlton-891
2390,"Charlton, Evan",Male,1904–1984,1904,1984,"London, United Kingdom","Wales, United Kingdom",http://www.tate.org.uk/art/artists/evan-charlton-2390
892,"Charlton, George",Male,1899–1979,1899,1979,"London, United Kingdom",,http://www.tate.org.uk/art/artists/george-charlton-892
893,"Charnay, Armand",Male,1844–1916,1844,1916,Charlieu,France,http://www.tate.org.uk/art/artists/armand-charnay-893
894,"Charoux, Siegfried",Male,1896–1967,1896,1967,"Wien, Österreich","London, United Kingdom",http://www.tate.org.uk/art/artists/siegfried-charoux-894
2346,"Chase, William",Male,1878–1944,1878,1944,,,http://www.tate.org.uk/art/artists/william-chase-2346
2222,"Chatelain, Jean Baptiste Claude",Male,c.1710–c.1758,1710,1758,"London, United Kingdom",,http://www.tate.org.uk/art/artists/jean-baptiste-claude-chatelain-2222
11461,"Chaves, Raimond",Male,born 1963,1963,,"Santafé de Bogotá, D.C., Colombia",,http://www.tate.org.uk/art/artists/raimond-chaves-11461
895,"Cheese, Bernard",Male,born 1925,1925,,"Sydenham, United Kingdom",,http://www.tate.org.uk/art/artists/bernard-cheese-895
896,"Cheese, Chloe",Female,born 1952,1952,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/chloe-cheese-896
7298,"Chen, Zhen",Male,1955–2000,1955,2000,"Shanghai, Zhonghua","Paris, France",http://www.tate.org.uk/art/artists/chen-zhen-7298
15351,"Chernysheva, Olga",Female,born 1962,1962,,"Moskva, Rossiya",,http://www.tate.org.uk/art/artists/olga-chernysheva-15351
94,"Chéron, Louis",Male,1660–1725,1660,1725,,,http://www.tate.org.uk/art/artists/louis-cheron-94
897,"Cheston, Charles",Male,1882–1960,1882,1960,"London, United Kingdom",,http://www.tate.org.uk/art/artists/charles-cheston-897
898,"Cheston, Evelyn",Female,1875–1929,1875,1929,"Yorkshire, United Kingdom","Devon, United Kingdom",http://www.tate.org.uk/art/artists/evelyn-cheston-898
12108,"Chetwynd, Spartacus",Female,born 1973,1973,,"Great Britain, United Kingdom",,http://www.tate.org.uk/art/artists/spartacus-chetwynd-12108
899,"Chia, Sandro",Male,born 1946,1946,,"Firenze, Italia",,http://www.tate.org.uk/art/artists/sandro-chia-899
900,"Chighine, Alfredo",Male,1914–1974,1914,1974,"Milano, Italia",,http://www.tate.org.uk/art/artists/alfredo-chighine-900
901,"Chillida, Eduardo",Male,1924–2002,1924,2002,"San Sebastián, España",,http://www.tate.org.uk/art/artists/eduardo-chillida-901
2743,Chinese School 18th century,,1700–1799,1700,1799,,,http://www.tate.org.uk/art/artists/chinese-school-18th-century-2743
92,"Chinnery, George",Male,1774–1852,1774,1852,"London, United Kingdom",Macau,http://www.tate.org.uk/art/artists/george-chinnery-92
3151,"Chodzko, Adam",Male,born 1965,1965,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/adam-chodzko-3151
14735,"Choucair, Saloua Raouda",Female,born 1916,1916,,"Bayrut, Al-Lubnan",,http://www.tate.org.uk/art/artists/saloua-raouda-choucair-14735
903,"Chowne, Gerard",Male,1875–1917,1875,1917,Bharat,Makedonija,http://www.tate.org.uk/art/artists/gerard-chowne-903
904,"Christie, John",Male,born 1945,1945,,,,http://www.tate.org.uk/art/artists/john-christie-904
905,Christo,Male,born 1935,1935,,"Gabrovo, Bulgaria",,http://www.tate.org.uk/art/artists/christo-christo-javacheff-905
907,"Churchill, Sir Winston",Male,1874–1965,1874,1965,"Blenheim Palace, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-winston-churchill-907
93,"Churchyard, Thomas",Male,1798–1865,1798,1865,"Suffolk, United Kingdom",Woodbridge,http://www.tate.org.uk/art/artists/thomas-churchyard-93
908,"Ciardi, Emma",Female,1879–1933,1879,1933,"Venezia, Italia","Vicenza, Italia",http://www.tate.org.uk/art/artists/emma-ciardi-908
12556,"Cidade, Marcelo",Male,born 1979,1979,,,,http://www.tate.org.uk/art/artists/marcelo-cidade-12556
3086,"Cinicolo, Donato",Male,,,,,,http://www.tate.org.uk/art/artists/donato-cinicolo-3086
2485,"Cipriani, Giovanni Battista",Male,1727–1785,1727,1785,"Firenze, Italia","London, United Kingdom",http://www.tate.org.uk/art/artists/giovanni-battista-cipriani-2485
4599,"City Racing (Matt Hale; Paul Noble, born 1963; John Burgess; Keith Coventry, born 1958; Peter Owen)",Male,established 1988,1988,,,,http://www.tate.org.uk/art/artists/city-racing-matt-hale-paul-noble-born-1963-john-burgess-keith-coventry-born-1958-peter-4599
909,"Ciuha, Joze",Male,born 1924,1924,,"Trbovlje, Slovenija",,http://www.tate.org.uk/art/artists/joze-ciuha-909
